short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions
Raúl Carnero,32,Spain,72,72,Real Valladolid CF,1600000.0,8000.0,LB
J. Robinson,27,England,72,73,Sheffield United,2400000.0,19000.0,CB
A. Losilla,35,France,72,72,VfL Bochum 1848,650000.0,12000.0,CDM
P. Chavarría,33,Argentina,72,72,Málaga CF,1500000.0,8000.0,ST
Sebá,29,Brazil,72,72,Al Shabab,2300000.0,25000.0,LM
Y. Court,31,France,72,72,Stade Malherbe Caen,1900000.0,6000.0,RM
A. Hoffmann,28,Germany,72,73,Fortuna Düsseldorf,2200000.0,17000.0,CB
N. Höfler,31,Germany,72,72,Sport-Club Freiburg,1600000.0,18000.0,CDM
M. Esser,33,Germany,72,72,VfL Bochum 1848,750000.0,13000.0,GK
B. Gibson,28,England,72,73,Norwich City,2200000.0,23000.0,CB
C. Schindler,31,Germany,72,72,1. FC Nürnberg,1600000.0,9000.0,CB
J. Lundstram,27,England,72,73,Rangers FC,2700000.0,35000.0,CM
N. Powell,27,England,72,73,Stoke City,2700000.0,21000.0,CAM
V. Eysseric,29,France,72,72,Kasimpaşa SK,2300000.0,12000.0,LM
F. Klaus,28,Germany,72,72,Fortuna Düsseldorf,2400000.0,18000.0,RM
S. Sturaro,28,Italy,72,72,Genoa,2300000.0,13000.0,CM
K. Müller,30,Germany,72,72,1. FC Heidenheim 1846,1600000.0,13000.0,GK
Isaías,34,Spain,72,72,Adelaide United,800000.0,4000.0,CDM
Leandro,28,Brazil,72,72,FC Tokyo,2400000.0,9000.0,CAM
C. Townsend,28,England,72,72,West Bromwich Albion,2100000.0,29000.0,LWB
J. Blaswich,30,Germany,72,73,Heracles Almelo,1800000.0,5000.0,GK
T. Trybull,28,Germany,72,73,Hannover 96,2300000.0,19000.0,CDM
Juan Carlos,30,Spain,72,72,SD Huesca,2200000.0,10000.0,CM
Diogo Figueiras,30,Portugal,72,72,Futebol Clube de Famalicão,2000000.0,7000.0,RB
P. Bauer,28,Germany,72,74,Preston North End,2400000.0,23000.0,CB
M. Dupé,28,France,72,74,Toulouse Football Club,2000000.0,5000.0,GK
Rubén Pardo,28,Spain,72,72,CD Leganés,2300000.0,10000.0,CM
Hervías,28,Spain,72,72,Real Valladolid CF,2400000.0,9000.0,RM
R. Álvarez,33,Argentina,72,72,Vélez Sarsfield,1400000.0,11000.0,CM
Vadillo,26,Spain,72,72,RCD Espanyol de Barcelona,2600000.0,14000.0,LM
Diego Oliveira,31,Brazil,72,72,FC Tokyo,2000000.0,10000.0,ST
David Ferreiro,33,Spain,72,72,SD Huesca,1500000.0,10000.0,RM
Igor Rossi,32,Brazil,72,72,Al Faisaly,1500000.0,11000.0,CB
Álvaro Lemos,28,Spain,72,72,Unión Deportiva Las Palmas,2100000.0,7000.0,RB
J. Price,28,England,72,72,Colorado Rapids,2100000.0,6000.0,CDM
Dener,29,Brazil,72,72,Al Tai,2300000.0,16000.0,CM
N. Murru,26,Italy,72,74,U.C. Sampdoria,2700000.0,13000.0,LB
J. Murphy,26,England,72,73,Newcastle United,2800000.0,27000.0,RM
Júnior Urso,32,Brazil,72,72,Orlando City Soccer Club,1600000.0,6000.0,CDM
Bigas,30,Spain,72,72,Elche CF,1900000.0,13000.0,CB
T. Dingomé,30,France,72,72,ESTAC Troyes,2200000.0,14000.0,CM
P. Hofmann,28,Germany,72,72,Karlsruher SC,2400000.0,13000.0,ST
Cristiano,34,Brazil,72,72,Kashiwa Reysol,1100000.0,9000.0,RM
A. Jung,29,Germany,72,72,SV Werder Bremen,2000000.0,9000.0,CB
Aitor García,27,Spain,72,72,Real Sporting de Gijón,2500000.0,8000.0,LM
L. Kübler,28,Germany,72,72,Sport-Club Freiburg,2100000.0,18000.0,RB
A. Mühling,28,Germany,72,72,Holstein Kiel,2300000.0,18000.0,CM
Quini,31,Spain,72,72,Granada CF,1700000.0,15000.0,LB
H. Mukhtar,26,Germany,72,74,Nashville SC,2900000.0,7000.0,CAM
João Teixeira,28,Portugal,72,72,Feyenoord,2400000.0,9000.0,CAM
A. Touré,27,France,72,73,Genoa,2400000.0,12000.0,CDM
João Schmidt,28,Brazil,72,72,Kawasaki Frontale,2100000.0,9000.0,CDM
José Mari,33,Spain,72,72,Cádiz CF,1200000.0,19000.0,CDM
B. Osborn,26,England,72,73,Sheffield United,2500000.0,19000.0,LWB
M. Benassi,26,Italy,72,73,Fiorentina,2700000.0,33000.0,CM
Luiz Phellype,27,Brazil,72,73,Santa Clara,2700000.0,11000.0,ST
Álex Gallar,29,Spain,72,72,FC Cartagena,2300000.0,10000.0,RM
R. Czichos,31,Germany,72,72,1. FC Köln,1600000.0,18000.0,CB
A. Voglsammer,29,Germany,72,72,1. FC Union Berlin,2300000.0,22000.0,LM
M. Lowe,24,England,72,79,Nottingham Forest,4500000.0,16000.0,LB
Iuri Medeiros,26,Portugal,72,72,SC Braga,2600000.0,11000.0,RM
J. Meffert,26,Germany,72,73,Hamburger SV,2500000.0,10000.0,CDM
L. Öztunalı,25,Germany,72,73,1. FC Union Berlin,2800000.0,20000.0,RM
M. Gersbeck,26,Germany,72,74,Karlsruher SC,2200000.0,9000.0,GK
A. Ruiz,27,Argentina,72,72,Arsenal de Sarandí,2500000.0,9000.0,CAM
Arsénio,31,Portugal,72,72,FC Arouca,1900000.0,6000.0,RM
D. Biraschi,26,Italy,72,74,Genoa,2600000.0,12000.0,CB
L. Villalba,26,Argentina,72,73,Argentinos Juniors,2500000.0,10000.0,LB
L. Villafañez,29,Argentina,72,72,Panathinaikos FC,2300000.0,700.0,CAM
M. Ibáñez,34,Argentina,72,72,Patronato,400000.0,9000.0,GK
E. Brítez,29,Argentina,72,72,Unión de Santa Fe,2000000.0,11000.0,CB
D. Braghieri,34,Argentina,72,72,Club Atlético Lanús,750000.0,12000.0,CB
E. Zelaya,33,Argentina,72,72,Damac FC,1500000.0,17000.0,ST
P. Pérez,35,Argentina,72,72,Newell's Old Boys,950000.0,9000.0,CM
E. Kalinski,34,Argentina,72,72,Argentinos Juniors,800000.0,10000.0,CDM
E. Insúa,30,Argentina,72,72,Club Atlético Aldosivi,2000000.0,900.0,LB
A. Donatti,34,Argentina,72,72,San Lorenzo de Almagro,750000.0,10000.0,CB
L. Jara,30,Argentina,72,72,Vélez Sarsfield,2000000.0,10000.0,RB
D. Fisher,27,England,72,73,Middlesbrough,2500000.0,19000.0,RB
Unai García,28,Spain,72,73,CA Osasuna,2200000.0,18000.0,CB
Filipe Ferreira,30,Portugal,72,72,Boavista FC,2000000.0,10000.0,LB
Marlon,25,Brazil,72,77,Shakhtar Donetsk,3100000.0,650.0,CB
D. Musto,34,Argentina,72,72,Club Atlético Peñarol,800000.0,850.0,CDM
R. Dugimont,35,France,72,72,AJ Auxerre,950000.0,5000.0,LM
A. Gunn,25,England,72,76,Norwich City,2600000.0,17000.0,GK
Erik,26,Brazil,72,73,Changchun Yatai FC,2800000.0,9000.0,ST
Carlos Mané,27,Portugal,72,72,Yukatel Kayserispor,2500000.0,12000.0,RW
Sandro,25,Spain,72,75,Getafe CF,3100000.0,10000.0,ST
A. Martín Arias,28,Argentina,72,74,Unión La Calera,2000000.0,2000.0,GK
J. Laurent,26,England,72,75,Reading,2800000.0,19000.0,CDM
S. Vittor,32,Argentina,72,72,Damac FC,1500000.0,14000.0,CB
Camarasa,27,Spain,72,73,Real Betis Balompié,2700000.0,16000.0,CM
Cantero,26,Spain,72,77,SD Eibar,2700000.0,7000.0,GK
Marcos Mauro,30,Argentina,72,72,Cádiz CF,1900000.0,19000.0,CB
Bruno Varela,26,Portugal,72,74,Vitória de Guimarães,2200000.0,6000.0,GK
T. Didillon,25,France,72,76,KSV Cercle Brugge,2600000.0,7000.0,GK
M. Aramu,26,Italy,72,73,Venezia FC,2800000.0,15000.0,CAM
S. Scuffet,25,Italy,72,75,APOEL Nicosia FC,2400000.0,650.0,GK
G. Tutino,24,Italy,72,77,Parma,3600000.0,21000.0,ST
G. Poblete,28,Argentina,72,72,Vélez Sarsfield,2100000.0,11000.0,CDM
J. Stacey,25,England,72,77,AFC Bournemouth,3200000.0,21000.0,RB
N. Leiva,24,Spain,72,78,CD Tenerife,3700000.0,7000.0,LM
M. Clarke,24,England,72,76,West Bromwich Albion,3000000.0,29000.0,CB
E. Crivelli,26,France,72,74,Antalyaspor,2900000.0,27000.0,ST
M. Sobottka,27,Germany,72,73,Fortuna Düsseldorf,2400000.0,16000.0,CDM
E. Thommy,26,Germany,72,72,VfB Stuttgart,2600000.0,19000.0,LM
L. Di Plácido,27,Argentina,72,73,Club Atlético Lanús,2500000.0,12000.0,RB
J. Prior,25,France,72,75,FC Cartagena,2400000.0,5000.0,GK
Sivera,24,Spain,72,78,Deportivo Alavés,3000000.0,10000.0,GK
O. Hüsing,28,Germany,72,72,1. FC Heidenheim 1846,2000000.0,17000.0,CB
L. Zingerle,27,Germany,72,73,SC Paderborn 07,2000000.0,9000.0,GK
S. Griesbeck,30,Germany,72,72,SpVgg Greuther Fürth,2000000.0,16000.0,CDM
R. Ledson,23,England,72,77,Preston North End,3200000.0,19000.0,CDM
A. Blin,24,France,72,74,Lecce,2700000.0,3000.0,CDM
Jorge Meré,24,Spain,72,77,1. FC Köln,3200000.0,15000.0,CB
F. Cristaldo,24,Argentina,72,75,Club Atlético Huracán,3200000.0,9000.0,CM
A. Briançon,26,France,72,74,Nîmes Olympique,2600000.0,6000.0,CB
R. Dickie,25,England,72,77,Queens Park Rangers,3100000.0,12000.0,CB
C. Ortiz,28,Argentina,72,72,Club Tijuana,2400000.0,18000.0,CF
N. Acevedo,32,Argentina,72,72,Godoy Cruz,1800000.0,9000.0,CM
P. Martinez,32,France,72,72,Nîmes Olympique,1500000.0,6000.0,CB
I. Rossi,27,Argentina,72,73,Clube Sport Marítimo,2400000.0,8000.0,CDM
T. Baumgartl,25,Germany,72,76,1. FC Union Berlin,2900000.0,11000.0,CB
S. Ernst,26,Germany,72,74,Hannover 96,2900000.0,20000.0,CAM
Granell,32,Spain,72,72,Club Bolívar,1600000.0,900.0,CDM
M. Schulz,26,Germany,72,77,FC Luzern,3100000.0,11000.0,CDM
D. Furlong,25,England,72,77,West Bromwich Albion,3200000.0,26000.0,RWB
Sergi Canós,24,Spain,72,76,Brentford,3400000.0,30000.0,LW
D. Martínez,31,Argentina,72,72,Rosario Central,1700000.0,12000.0,RB
L. Mancuso,29,Italy,72,72,Empoli,2300000.0,35000.0,ST
A. Lusamba,24,France,72,76,Amiens SC,3300000.0,5000.0,CM
Guilherme Sityá,31,Brazil,72,72,İttifak Holding Konyaspor,1700000.0,12000.0,LB
M. Busch,26,Germany,72,73,1. FC Heidenheim 1846,2500000.0,16000.0,RB
J. Butez,26,France,72,76,Royal Antwerp FC,2500000.0,11000.0,GK
Serginho,27,Brazil,72,72,Changchun Yatai FC,2500000.0,8000.0,RM
K. Grant,23,England,72,78,West Bromwich Albion,3700000.0,29000.0,ST
Á. González,27,Argentina,72,72,Club Atlético Lanús,2500000.0,11000.0,RW
Sabin Merino,29,Spain,72,72,CD Leganés,2300000.0,11000.0,ST
F. Sambueza,32,Argentina,72,72,Junior FC,1900000.0,3000.0,CAM
J. Laso,30,Argentina,72,72,Club Atlético Independiente,1900000.0,10000.0,CB
V. Malcorra,33,Argentina,72,72,Club Atlético Lanús,1500000.0,13000.0,LM
M. Martínez,28,Argentina,72,72,Racing Club,2000000.0,13000.0,CB
J. Laporte,27,France,72,74,FC Lorient,2500000.0,13000.0,CB
G. Prömel,26,Germany,72,74,1. FC Union Berlin,2900000.0,21000.0,CM
D. Bertaud,23,France,72,77,Montpellier Hérault SC,2800000.0,11000.0,GK
L. Görtler,27,Germany,72,73,FC St. Gallen 1879,2700000.0,9000.0,CM
Kevin,28,Spain,72,72,RC Celta de Vigo,2100000.0,16000.0,RB
Aleix García,24,Spain,72,76,Girona FC,3400000.0,8000.0,CAM
J. Berthomier,31,France,72,72,Clermont Foot 63,1900000.0,14000.0,CAM
Amilton,31,Brazil,72,72,Antalyaspor,1900000.0,13000.0,LM
A. Desmas,27,France,72,74,Clermont Foot 63,2100000.0,10000.0,GK
Sergi Guardiola,30,Spain,72,72,Rayo Vallecano,2300000.0,10000.0,ST
E. Kwateng,24,France,72,75,FC Girondins de Bordeaux,3000000.0,14000.0,RB
Sacramentinho,37,Brazil,72,72,Clube Atlético Mineiro,250000.0,11000.0,GK
Heitor Gesse,25,Brazil,72,72,Clube Atlético Mineiro,2400000.0,21000.0,LB
Túlio Changas,25,Brazil,72,72,Palmeiras,1900000.0,18000.0,GK
Alam Araújo,29,Brazil,72,72,Grêmio,2100000.0,19000.0,LB
Fabiano Sonta,29,Brazil,72,72,Fluminense,2000000.0,16000.0,CB
Ailton Valpaços,29,Brazil,72,72,São Paulo,2000000.0,24000.0,CB
Guto Milazar,29,Brazil,72,72,Flamengo,2100000.0,24000.0,LB
Sebas Couteira,21,Brazil,72,72,Club Athletico Paranaense,2800000.0,9000.0,CAM
Kauã Abranches,25,Brazil,72,72,Fortaleza,2600000.0,10000.0,CAM
Gustavo Lobateiro,21,Brazil,72,72,Internacional,2800000.0,14000.0,CAM
Evandro Rochedo,25,Brazil,72,72,Clube Atlético Mineiro,2600000.0,25000.0,ST
Santi da Bruma,25,Brazil,72,72,Bahia,2600000.0,11000.0,ST
André Milazisco,25,Brazil,72,72,São Paulo,1900000.0,18000.0,GK
Teixe Gaúcho,21,Brazil,72,72,Cuiabá,2400000.0,8000.0,CB
Alminho Boas,25,Brazil,72,72,Clube Atlético Mineiro,2300000.0,21000.0,CDM
Flávio Rebeilo,29,Brazil,72,72,Santos,2100000.0,18000.0,LB
Tony Muttinho,25,Brazil,72,72,Fortaleza,2400000.0,9000.0,RB
Durval Dutría,29,Brazil,72,72,Cuiabá,2300000.0,13000.0,CM
Deiverson Kaio,37,Brazil,72,72,Flamengo,750000.0,19000.0,CAM
Édundo Oliveira,29,Brazil,72,72,RB Bragantino,2000000.0,12000.0,CB
Vanderleiton,21,Brazil,72,72,Santos,2400000.0,12000.0,CB
Igor Madinha,25,Brazil,72,72,São Paulo,2600000.0,24000.0,RM
Pietrson Mendes,25,Brazil,72,72,Bahia,2600000.0,10000.0,CAM
Timo Triano,25,Brazil,72,72,Sport Club Corinthians Paulista,2300000.0,18000.0,CDM
Calegarcinho,37,Brazil,72,72,Sport Club Corinthians Paulista,800000.0,17000.0,ST
Pimentiscinho,21,Brazil,72,72,Juventude,2500000.0,11000.0,CDM
Vieiraldo Junior,29,Brazil,72,72,Atlético Clube Goianiense,2000000.0,10000.0,CDM
Kelivelson,25,Brazil,72,72,Ceará Sporting Club,2300000.0,9000.0,CDM
Leordinho Paes,21,Brazil,72,72,Santos,2800000.0,14000.0,CAM
Alam Basteirinho,29,Brazil,72,72,Santos,2300000.0,20000.0,CAM
Fábio Melitinho,25,Brazil,72,72,Fluminense,2600000.0,16000.0,CAM
Dersan Dinis,29,Brazil,72,72,Palmeiras,2300000.0,28000.0,RW
Jacson Zonta,25,Brazil,72,72,Juventude,2600000.0,17000.0,CAM
Hélton Celanova,29,Brazil,72,72,Internacional,2300000.0,21000.0,ST
Gérson Noalha,29,Brazil,72,72,Palmeiras,2300000.0,28000.0,ST
Jadson Vidigal,29,Brazil,72,72,Grêmio,2300000.0,23000.0,ST
Vicemte Tófoli,25,Brazil,72,72,RB Bragantino,2600000.0,13000.0,LW
Leandro Vivenço,21,Brazil,72,72,RB Bragantino,2800000.0,11000.0,ST
João Bruinheira,33,Brazil,72,72,Associação Chapecoense de Futebol,750000.0,9000.0,GK
Hugo Rubiães,25,Brazil,72,72,Fluminense,2300000.0,15000.0,CDM
Gustavo Sauer,28,Brazil,72,72,Boavista FC,2400000.0,13000.0,RW
Lyanco,24,Brazil,72,80,Southampton,4900000.0,27000.0,CB
G. Pezzella,23,Italy,72,77,Atalanta,3300000.0,17000.0,LB
J. Worrall,24,England,72,78,Nottingham Forest,3400000.0,26000.0,CB
B. Pittón,28,Argentina,72,72,San Lorenzo de Almagro,2100000.0,11000.0,LB
I. Sissoko,23,France,72,78,RC Strasbourg Alsace,3700000.0,15000.0,CM
Waldo,25,Spain,72,73,KSV Cercle Brugge,2800000.0,9000.0,LM
R. Nelson,21,England,72,81,Feyenoord,5500000.0,39000.0,RW
Joan Sastre,24,Spain,72,78,RCD Mallorca,3500000.0,14000.0,RB
S. Banza,24,France,72,75,Futebol Clube de Famalicão,3200000.0,19000.0,ST
Curro Sánchez,25,Spain,72,75,Unión Deportiva Almería,3100000.0,9000.0,RM
Álvaro Tejero,24,Spain,72,77,SD Eibar,3300000.0,7000.0,RB
J. Horn,24,Germany,72,76,1. FC Köln,3100000.0,15000.0,LB
Y. Niakaté,28,France,72,72,Al Ittihad,2400000.0,30000.0,ST
J. Serra,23,Germany,72,77,DSC Arminia Bielefeld,3600000.0,17000.0,ST
Maurício,29,Brazil,72,73,Al Batin,2200000.0,12000.0,CB
G. Carabajal,29,Argentina,72,72,Argentinos Juniors,2300000.0,11000.0,LM
C. Tarragona,30,Argentina,72,72,Vélez Sarsfield,2300000.0,12000.0,ST
Garrido,31,Spain,72,72,Cádiz CF,1600000.0,19000.0,CDM
B. Merlini,25,Argentina,72,73,Club Libertad,2800000.0,900.0,LM
M. Lovera,22,Argentina,72,78,Racing Club,3800000.0,900.0,LM
Ricky Guerreda,29,Brazil,72,72,Juventude,2100000.0,17000.0,RB
Kainho Selva,21,Brazil,72,72,Atlético Clube Goianiense,2400000.0,7000.0,CB
Caio Milaçar,25,Brazil,72,72,Ceará Sporting Club,2600000.0,10000.0,CAM
Lucas Fernandes,23,Brazil,72,81,Portimonense SC,5000000.0,6000.0,CAM
L. Travis,23,England,72,80,Blackburn Rovers,4900000.0,24000.0,CDM
Lourency,25,Brazil,72,75,Göztepe SK,3100000.0,12000.0,LW
J. Eggestein,23,Germany,72,78,Royal Antwerp FC,3700000.0,15000.0,ST
J. Lefort,27,France,72,72,BSC Young Boys,2300000.0,12000.0,LB
Jota,22,Portugal,72,83,Celtic,5500000.0,9000.0,RM
Luan Peres,26,Brazil,72,75,Olympique de Marseille,2700000.0,23000.0,CB
M. Leitsch,23,Germany,72,78,VfL Bochum 1848,3400000.0,14000.0,CB
M. D'Arpino,25,France,72,77,KV Oostende,3100000.0,9000.0,CDM
Pedrinho,28,Portugal,72,72,Gil Vicente FC,2400000.0,9000.0,CAM
Y. Salmier,28,France,72,73,ESTAC Troyes,2200000.0,13000.0,CB
F. Depaoli,24,Italy,72,77,U.C. Sampdoria,3500000.0,12000.0,RM
P. Burner,25,France,72,74,Nîmes Olympique,2700000.0,5000.0,RB
Dani Cárdenas,24,Spain,72,80,Levante Unión Deportiva,4500000.0,12000.0,GK
Marc Cardona,25,Spain,72,74,Go Ahead Eagles,3000000.0,20000.0,ST
Pedro Díaz,23,Spain,72,80,Real Sporting de Gijón,4900000.0,7000.0,CDM
Artur Jorge,26,Portugal,72,75,Moreirense FC,2700000.0,10000.0,CB
L. Fomba,23,France,72,78,Nîmes Olympique,3400000.0,5000.0,CDM
S. Longstaff,23,England,72,79,Newcastle United,4700000.0,23000.0,CM
G. Berterame,22,Argentina,72,82,Club Atlético de San Luis,5500000.0,11000.0,LM
P. Förster,26,Germany,72,73,VfB Stuttgart,2800000.0,19000.0,CAM
R. Petretta,24,Italy,72,79,FC Basel 1893,4500000.0,9000.0,LB
C. O'Hare,23,England,72,79,Coventry City,4700000.0,15000.0,CAM
E. Owusu,23,France,72,77,KAA Gent,3200000.0,13000.0,CDM
Fernando Fonseca,24,Portugal,72,76,FC Paços de Ferreira,3100000.0,7000.0,RB
D. Srbeny,27,Germany,72,72,SC Paderborn 07,2500000.0,14000.0,ST
N. Cozza,22,France,72,80,Montpellier Hérault SC,4900000.0,14000.0,CB
Carlitos,31,Spain,72,72,Panathinaikos FC,2000000.0,750.0,ST
A. Gravillon,23,France,72,77,Stade de Reims,3200000.0,42000.0,CB
Tete Morente,24,Spain,72,78,Elche CF,3700000.0,13000.0,RM
Bebeto,31,Brazil,72,72,CD Tondela,1700000.0,6000.0,RB
Pêpê,24,Portugal,72,77,Futebol Clube de Famalicão,3200000.0,800.0,CDM
T. Augello,26,Italy,72,73,U.C. Sampdoria,2500000.0,13000.0,LB
J. García,28,Argentina,72,72,Unión de Santa Fe,2400000.0,12000.0,ST
M. Payero,22,Argentina,72,81,Middlesbrough,5000000.0,18000.0,CM
L. Heredia,25,Argentina,72,75,Atlético Tucumán,3100000.0,9000.0,RM
F. Garcés,21,Argentina,72,79,Club Atlético Colón,4400000.0,7000.0,CB
T. Belmonte,23,Argentina,72,81,Club Atlético Lanús,5000000.0,11000.0,CM
M. Sagnan,22,France,72,81,CD Tondela,4900000.0,17000.0,CB
Tiago Sá,26,Portugal,72,77,SC Braga,2700000.0,8000.0,GK
Douglas,33,Brazil,72,72,Vissel Kobe,1500000.0,9000.0,ST
C. Rotondi,24,Argentina,72,75,Defensa y Justicia,3200000.0,10000.0,LM
Klauss,24,Brazil,72,77,Standard de Liège,3600000.0,22000.0,ST
K. Schlotterbeck,24,Germany,72,76,Sport-Club Freiburg,3000000.0,15000.0,CB
A. Fein,22,Germany,72,79,SpVgg Greuther Fürth,4500000.0,33000.0,CDM
G. Galoppo,22,Argentina,72,82,Club Atlético Banfield,5000000.0,10000.0,CM
Javi Sánchez,24,Spain,72,81,Real Valladolid CF,4900000.0,7000.0,CB
Víctor Gómez,21,Spain,72,82,Málaga CF,5000000.0,9000.0,RB
I. Aliseda,21,Argentina,72,82,Chicago Fire Football Club,5500000.0,5000.0,LM
Óscar Gil,23,Spain,72,81,RCD Espanyol de Barcelona,5000000.0,11000.0,RB
A. Urzi,21,Argentina,72,83,Club Atlético Banfield,5500000.0,9000.0,LM
Fran García,21,Spain,72,83,Rayo Vallecano,5000000.0,10000.0,LB
Fidalgo,24,Spain,72,78,Club América,3700000.0,27000.0,LM
A. Bamba,27,France,72,72,Amiens SC,2500000.0,18000.0,RM
Tuta,21,Brazil,72,81,Eintracht Frankfurt,4900000.0,13000.0,CB
Edgar,24,Spain,72,79,Real Betis Balompié,4400000.0,13000.0,CDM
Jaime Seoane,24,Spain,72,79,SD Huesca,4700000.0,8000.0,CM
J. Dina Ebimbe,20,France,72,80,Paris Saint-Germain,5000000.0,33000.0,CM
F. Torrent,29,Argentina,72,72,Rosario Central,2100000.0,12000.0,RB
J. Soraire,32,Argentina,72,72,Club Atlético Central Córdoba,1800000.0,11000.0,CM
M. Meyerhöfer,25,Germany,72,75,SpVgg Greuther Fürth,2900000.0,15000.0,RB
Gregore,27,Brazil,72,73,Inter Miami CF,2400000.0,6000.0,CDM
Mateus Pasinato,29,Brazil,72,72,Moreirense FC,1600000.0,8000.0,GK
Douglas Augusto,24,Brazil,72,76,PAOK,3300000.0,900.0,CM
Luquinha,20,Brazil,72,82,Portimonense SC,5000000.0,5000.0,CAM
Romário Baró,21,Portugal,72,82,Estoril Praia,5500000.0,7000.0,RM
M. Brizuela,24,Argentina,72,76,Vélez Sarsfield,3000000.0,9000.0,CB
Antonio Sánchez,24,Spain,72,78,RCD Mallorca,3700000.0,16000.0,CAM
L. Morales,21,Argentina,72,85,Club Atlético Lanús,5000000.0,6000.0,GK
R. Schunke,29,Argentina,72,73,Independiente del Valle,2200000.0,850.0,CB
M. Bard,20,France,72,82,OGC Nice,4900000.0,14000.0,LB
Marcos Paulo,20,Portugal,72,84,Futebol Clube de Famalicão,5500000.0,23000.0,LM
F. Farías,18,Argentina,72,84,Club Atlético Colón,5500000.0,5000.0,ST
Gonçalo Ramos,20,Portugal,72,86,SL Benfica,5500000.0,8000.0,CF
Fábio Vieira,21,Portugal,72,85,FC Porto,6000000.0,7000.0,CAM
Bruno Fuchs,22,Brazil,72,82,PFC CSKA Moscow,4900000.0,23000.0,CB
Zarraga,22,Spain,72,81,Athletic Club de Bilbao,5000000.0,16000.0,CM
M. Lovato,21,Italy,72,81,Atalanta,4900000.0,20000.0,CB
E. Green,20,England,72,81,AS Saint-Étienne,4400000.0,11000.0,GK
Yuri,38,Brazil,71,71,SD Ponferradina,650000.0,5000.0,ST
N. Penneteau,40,France,71,71,Stade de Reims,210000.0,7000.0,GK
Riesgo,37,Spain,71,71,CD Leganés,210000.0,4000.0,GK
Angulo,37,Spain,71,71,Mumbai City FC,650000.0,2000.0,ST
L. Ponzio,39,Argentina,71,71,River Plate,375000.0,7000.0,CDM
M. Barovero,37,Argentina,71,71,Club Atlético de San Luis,210000.0,5000.0,GK
J. Bottinelli,36,Argentina,71,71,Arsenal de Sarandí,325000.0,5000.0,CB
J. Dátolo,37,Argentina,71,71,Club Atlético Banfield,600000.0,8000.0,CAM
F. Belluschi,37,Argentina,71,71,Newell's Old Boys,600000.0,8000.0,CM
L. Pocrnjic,39,Argentina,71,71,Club Atlético Aldosivi,210000.0,4000.0,GK
Luíz Carlos,35,Brazil,71,71,FC Paços de Ferreira,750000.0,6000.0,CM
Juanma,38,Spain,71,71,CF Fuenlabrada,325000.0,4000.0,CB
P. Tschauner,35,Germany,71,71,RB Leipzig,210000.0,18000.0,GK
Rolando,35,Portugal,71,71,SC Braga,500000.0,6000.0,CB
B. Wright-Phillips,36,England,71,71,Columbus Crew,650000.0,5000.0,ST
G. Paletta,35,Italy,71,71,AC Monza,500000.0,2000.0,CB
F. Higuaín,36,Argentina,71,71,Inter Miami CF,600000.0,4000.0,CAM
J. Moulin,35,France,71,71,ESTAC Troyes,210000.0,6000.0,GK
A. Barillà,33,Italy,71,71,AC Monza,1200000.0,4000.0,CM
M. Torrén,32,Argentina,71,71,Argentinos Juniors,1200000.0,9000.0,CB
Bojan,30,Spain,71,71,Vissel Kobe,1800000.0,7000.0,CAM
N. Bertolo,35,Argentina,71,71,Platense,775000.0,7000.0,LM
J. García,34,Argentina,71,71,Boca Juniors,325000.0,8000.0,GK
Bracali,40,Brazil,71,71,Boavista FC,210000.0,5000.0,GK
Edgar,34,Brazil,71,71,Daegu FC,900000.0,7000.0,ST
J. Hogg,32,England,71,71,Huddersfield Town,1200000.0,7000.0,CDM
N. Theuerkauf,34,Germany,71,71,1. FC Heidenheim 1846,700000.0,14000.0,LB
J. Faussurier,34,France,71,71,Stade Brestois 29,700000.0,11000.0,RB
Mikel San José,32,Spain,71,71,SD Amorebieta,1500000.0,6000.0,CM
Dentinho,32,Brazil,71,71,Shakhtar Donetsk,1500000.0,750.0,ST
K. Naughton,32,England,71,71,Swansea City,1300000.0,17000.0,RWB
Raúl Fernández,33,Spain,71,71,Unión Deportiva Las Palmas,600000.0,5000.0,GK
Sandro Manoel,32,Brazil,71,71,Al Taawoun,1200000.0,15000.0,CDM
L. Holtby,30,Germany,71,71,Holstein Kiel,1800000.0,16000.0,CM
P. Schiattarella,34,Italy,71,71,Parma,875000.0,19000.0,CM
M. Morrison,33,England,71,71,Reading,900000.0,17000.0,CB
M. Schmelzer,33,Germany,71,71,Borussia Dortmund,975000.0,27000.0,LB
B. Oczipka,32,Germany,71,71,1. FC Union Berlin,1300000.0,17000.0,LB
M. Schäffler,32,Germany,71,71,1. FC Nürnberg,1500000.0,10000.0,ST
Alcalá,32,Spain,71,71,FC Cartagena,1200000.0,5000.0,CB
Quique,31,Spain,71,71,SD Eibar,1600000.0,9000.0,ST
Y. Salibur,30,France,71,71,Fatih Karagümrük S.K.,1800000.0,10000.0,RM
Hugo Fraile,34,Spain,71,71,AD Alcorcón,875000.0,7000.0,RM
J. Bennett,31,England,71,71,Wigan Athletic,1400000.0,4000.0,LB
H. Dean,29,England,71,71,Birmingham City,1600000.0,14000.0,CB
L. Orbán,32,Argentina,71,71,Racing Club,1200000.0,11000.0,CB
Rafael,31,Brazil,71,71,Reading,1000000.0,14000.0,GK
